userName,content,score,at,appVersion
Sitti Kiki Fatmawati,Mohon lebih di optimalkan susah buka aplikasinya,3,2024-01-24 03:21:37,4.81.2
Sanisa Nisa,Good,5,2024-01-26 11:12:54,4.81.2
Agus abu fathimah,Mantab,5,2024-01-27 09:57:39,4.81.2
Awinyam Hulu,sangat membantu sekali,5,2024-01-27 12:53:07,4.81.2
Egi S. Pratomo,Buka gojek app lazy load terusss berasa ga terkoneksi internet di waktu yg sama pake grab aman Aja Udah pake gojek versi terbaru,1,2024-01-27 12:56:31,4.81.2
Mila Nurmalasari,banyak promo nya memudahkan jajan bagi kaum rebahan,5,2024-01-27 13:15:01,4.81.2
Wati,Aplikasi nya sejauh ini nyaman cuma saya sarankan buka cabang di beberapa kota Indonesia bagian timur juga seperti Flores pasti langsung melejit pengguna yang mendownload aplikasi ini,4,2024-01-24 00:48:40,4.81.2
Agus maryono,Mudah murah cepat  selamat ,5,2024-01-24 00:47:53,4.81.2
Angga Soni,maksih gojek,5,2024-01-27 13:34:04,4.81.2
Anak Pulau,Ok,4,2024-01-24 00:47:44,4.81.2
neisya olivian,kenapa stlh update jd susah untuk menyesuaikan titik jemput,2,2024-01-27 14:00:18,4.81.2
Oppo A71,Bagus,5,2024-01-27 14:01:18,4.81.2
Bunda HilmaDheera,saya sangat terganggu dengan iklan yg timbul dari aplikasi GOJEK di hape bahkan saat saya sedang menulis pesan atau sedang menelpon tibatiba iklan muncul sehingga pekerjaan saya jadi terkendala Padahal sebelumnya saya sangat terbantu dengan gojek baik untuk go ride go food atau go Mart,2,2024-01-27 14:11:42,4.81.2
Mega Sir,Saya gak bisa mengakses gopay tabungan padahal sudah daftar tahu2 layar putih gak nunjukin apa2,1,2024-01-27 14:15:45,4.81.2
Muhammad Mustofa,Setiap pesan goride atau gofood selalu aja titik lokasi saya sulit ditemukan oleh driver pdahal klau pesan memakai lokasi yg tertera dg titik kordinat,1,2024-01-27 14:17:24,4.81.2
Tatang joe property,Gojek mantap,4,2024-01-27 14:20:59,4.81.2
M.M Budiningsih,Keren,5,2024-01-27 14:21:20,4.81.2
Muzammil,Kirim saldo gopay terkirim 2x gara di aplikasi ada notifikasi yah internet kamu mati setelah klik ulangicoba lagi ternyata saldo sukses terkirim 2x padahal internet saya baik saja di aplikasi dana dan aplikasi lain gak ada notifikasi kaya gitu setelah di komplain katanya kesalahan saya dan saldo tidak bisa kembali tapi saya ga mau klau itu dibilang kesalahan saya anehnya lg klo memang internet saya mati kenapa saldo terkirim  berarti kesalahan aplikasi dong bukan salah saya ,1,2024-01-24 00:44:12,4.81.2
Herru Juliadi,Pakai Gojek urusan jadi mudah,5,2024-01-27 14:30:52,4.81.2
Euis Mardianah,Ok,5,2024-01-27 14:40:29,4.81.2
Indah Aja,Pelayanan bagus,2,2024-01-27 14:41:46,4.81.2
Aldiyan Maulana,Mantap,5,2024-01-27 14:44:40,4.81.2
Novitas,Mehong,3,2024-01-27 14:44:47,4.81.2
Beng Oki,Pengemudinya lelet sering cancel se enak jidat dari pihak pengemudinya sendiri kalau sudah nunggu lama Nyesel pakai gojek Kerja sering telat gara2 nunggu pengemudi ampe lama banget ,1,2024-01-27 14:51:12,4.81.2
Indra Wirawan,Kasi saya diskon makanan 50 Kan saya d suruh milih vocer Aku tunggu kbr baiknya Semua resto rata Ok2,1,2024-01-27 15:01:57,4.81.2
afdal Yusran,Mantul,5,2024-01-27 15:02:05,4.81.2
32_Shafira cinta.L,Pelayanan makin lama makin buruk Semakin d update semakin buruk yg bener aja Rugi Padahal dulu bagus skrg gini Speechless asli G lagi make,1,2024-01-27 12:49:38,4.81.2
Lasmaria Deborah,Mantap,5,2024-01-24 01:13:52,4.81.2
Binti Asropin,bagus,5,2024-01-27 12:44:15,4.81.2
09 bejo jaya,Kecewa pesan Gocar mulai 04 47 sekarang TIDAK ADA Jawaban ,2,2024-01-24 01:41:39,4.81.2
Muhamad Maulana,Mantap,5,2024-01-27 10:01:09,4.81.2
andini damayanti,Sangat membantu disaat mager nyetir beli makan atau bepergian,5,2024-01-27 10:13:50,4.81.2
yeslia liviajen,Pelanggan YthTagihan GoPay Later 252552 dari MAB sdh jatuh tempoBiaya denda 50rb akan dibebankan besok jika tdk ada pembayaranAbaikan bila sdh bayar Makin kesini saya kurang sreek sama pelayanan nya Sudah seperti depcolector aja kata2 nya Emang saya pernah Bayar Telat Dan orang Gajian Tanggal 1  3 dikira Gajian Indot gajian tgl 28 besok2 aku selesai kan gopaylater lah Dan gak mau pake lagi  Dan tolong limit nya kalau gak diminta gak usah dinaikin ,3,2024-01-27 10:36:43,4.81.2
P K,Aneh banget fitur pilih foto dari galeri yg simbol  kadang muncul kadang enggak kalau lagi chat driver gofood Padahal itu fitur penting Aplikasi juga udah diupdate ke yg terbaru Ini yg salah siapa,2,2024-01-27 10:40:30,4.81.2
Anggi Prayitno,Oke,1,2024-01-27 10:48:48,4.81.2
Hilda Nurafriani,Bagus,5,2024-01-24 02:58:46,4.81.2
Dhaniia Putri,Bagusss,5,2024-01-27 10:57:17,4.81.2
Rosdiana 2024,Sangat membantu saya saat ada keperluan berpergianterimakasihgojek,5,2024-01-27 11:01:49,4.81.2
Kuntoro Abdillah,Pedaeh urung di update dadi kayong jail meng drivere lokasine ngawur padahal wes karo gps urip jan,4,2024-01-24 02:20:56,4.81.2
Sumiati Sumiati,Baik,5,2024-01-27 11:13:26,4.81.2
Muhammad Yamin,Banjir vc diskon,5,2024-01-27 11:37:59,4.81.2
bow's,makannya enak enakharga murahbakal jadi langganan sih ini,5,2024-01-27 12:35:08,4.81.2
Ayam Goyeng,Baikkkkkkk mantap joss,5,2024-01-24 01:34:57,4.81.2
Lili Lili,Apa aja semakin mudah dgn aplikasi ini,5,2024-01-27 11:43:51,4.81.2
Dani Rizky,Memberikan tarif harga yang terjangkau,5,2024-01-29 12:30:49,4.81.2
ghufran budiman,Mantap,5,2024-01-27 12:04:46,4.81.2
Hendi Purnomo,ak update malah gak bisa di buka kenapa,5,2024-01-27 12:16:15,4.81.2
Danny Satriyo,Nice,5,2024-02-02 09:03:16,4.81.2
Ciky,Jelek,1,2024-01-27 12:21:21,4.81.2
Mesakh R. Bailaen,Mantap deh,5,2024-01-24 01:18:55,4.81.2
Arief Poerwanto,Sangat membantu,5,2024-01-27 12:32:23,4.81.2
Agus Kusmawan,Tagihan nov tererlambat udah dibayar berikut denda di bulan sesember tagihan bulan Desember dibayar Udah ada pemberitahuan pembayaran yg japo ditgl 1 feb tapi gopayleter masih diblokir Systemnya MAB buat saya bingung ga kayak si oyen wl bayar telat tapi ga lama udah dibuka lagi blokir payleternya Nah digopayleter nangih mah nagih yg masih belom japo tapi payleter nya masih aj keblokir,1,2024-01-27 04:30:38,4.81.2
Fauzan Faris Hazjiry,Selalu tepat waktu dan ada promo nya byk sekali,5,2024-01-27 04:29:13,4.81.2
Adrista Naifa,Aneh bgt gopaylater diblokir tapi limit nambah  uda aktif pengguna lama tba2 blokir aja tanpa keterangan aneh,2,2024-01-27 04:17:09,4.81.2
Danan Ekatama K,Ok,5,2024-01-27 04:15:15,4.81.2
Anni Asroriyah,Kenapa gopaylatter sy tdk bisa digunakan padahal pembayaran sy sudah jelas lancar tdk pernah telat sedikitpun Kecewa sekali sy,1,2024-01-26 13:34:57,4.81.2
M Mamad,Bintang yg bicaralaah,5,2024-01-24 09:59:13,4.81.2
Eka Rahmadani,Diversi terbaru ini gimana caranya kembalikan akun saya seperti yang lama soalnya saya ada tagihan digojek,1,2024-01-26 13:45:54,4.81.2
Haditya Nuralam,Saldo hilang,1,2024-01-26 13:54:07,4.81.2
Fahmi Faisal,Lancar Jaya,5,2024-01-26 13:57:10,4.81.2
Yulya Fathankenzie,Amanah,5,2024-01-26 14:05:55,4.81.2
Siajuar chanel,Sampah disuruh updete Begitu di update malah gak bisa dibuka Gak berguna sampah hijau ini,1,2024-01-26 14:15:20,4.81.2
Nurfitriana Bin Roesdi,Muncul iklan terus,1,2024-01-26 14:31:31,4.81.2
Alika fairus,Oke pelayanannya,5,2024-01-26 14:39:27,4.81.2
ILham Maulana,Gopaylatter nya gak bisa di pake padahal g pernah telat bayar sama sekali Kok setelah migrasi antar PT atau penyedia layanannya Malah jadi ke blokir Payah,1,2024-01-26 14:53:40,4.81.2
Yunita Qodariah,Aplikasi yang sangata bantu,5,2024-01-24 09:46:06,4.81.2
Rohmad Adi Saputra,Algoritma suka eror ada jalan lebih Deket malah di kasih jalan muter jadi lebih mahal ongkir nya mending pindah grab,2,2024-01-24 09:41:15,4.81.2
Saidah Ayu,Ok,5,2024-01-24 09:40:55,4.81.2
Kelly Lim,Halo developer tolong segera di perbaiki appnya ceritanya tuh saya udh ketik kode promo buat dpt promo Gocargojek nih tpi malah setelah diklik dan dinyatakan berhasil kok malah hilang ya promo ku padahal belum di pakai,2,2024-01-26 15:01:33,4.81.2
Mama Rika,Goodjob,5,2024-01-26 15:43:14,4.81.2
Roy Senox,baik,5,2024-01-26 15:45:12,4.81.2
Hafid Ashari,Tarif bersaing dengan aplikasi serupa,4,2024-01-24 09:34:10,4.81.2
Reno Winata,Penyelesaian masalah tidak tanggap,1,2024-01-26 15:51:43,4.81.2
Septian Pratama,Gopaylater ku tiba2 di blokir  padahal ngga pernah bermasalah dlm pembayaran,1,2024-01-24 09:22:29,4.81.2
Takin Takin,semakin kesini tidak semakin baiktapi semakin burukbahkan menyusahkan,1,2024-01-26 15:55:35,4.81.2
Firman Uciha,semenjak update tolol ga jelas bikin ribet mau kemana di arahin kemana makin jauh lagi,1,2024-01-26 16:01:15,4.81.2
Dian Febrianti,Ini kenapa setelah di update malah ga bisa di apa2in deh Menyedihkaaan,2,2024-01-24 08:40:15,4.81.2
Sis Woyo,Joss,5,2024-01-26 16:16:23,4.81.2
SUZANA TRIPLE,Tiba tiba GoPay Latter saya diblokir tanpa pemberitahuan penyebabnya apa padahal bayar tidak pernah telat,1,2024-01-26 13:26:27,4.81.2
Ratna Tendry,Aplkasi sejuta,5,2024-01-24 10:01:26,4.81.2
ilda emilina,Mantap,5,2024-01-26 13:16:31,4.81.2
Wardoyo Wardoyo,Oke mantap,5,2024-01-24 10:31:13,4.81.2
Amirul Ikhsan,Dulu aplikasinya bagus tidak ada bug tapi makin di update makin banyak bug bertebaran kadang suka force close yg paling sering internet mati,1,2024-01-26 11:25:28,4.81.2
Sri Wahyuni,Mantap sangat membantu sekali,5,2024-01-24 10:33:49,4.81.2
alvaro wibowo,tolong siapin mobil gosend berkapasitas 100kg yg bener jangan muatan 100kg tp yg dateng mobil calya,3,2024-01-26 11:33:32,4.81.2
AGUS TIANTO,GAK GAK LAGI W PAKE NI APK NYUSAHIN DRIVER PILIH KASIH KNTL,1,2024-01-26 11:33:47,4.81.2
meilina tri wulandari,Kalau dapat promo nya seneng  wkwkwk,5,2024-01-26 11:37:24,4.81.2
Debby Meidy,Sangat membantu,5,2024-01-26 11:38:19,4.81.2
sugeng hariyono,Sangat bermanfaat,5,2024-01-26 11:41:34,4.81.2
sugeng santoso,Drivernya malasgk mau antar penumpang,1,2024-01-26 11:43:44,4.81.2
Febry Sutriswanto R,Sangat kecewa sebab tujuan dekat saja driver yg dekat tdk ada yg mau ambil dan ada juga driver posisi jauh sekali,1,2024-01-26 11:45:59,4.81.2
Danendra Wibowo,Bagus,5,2024-01-24 10:33:11,4.81.2
Pengguna Google,Sy susah buka aplikasi Gojek ya,5,2024-01-26 12:02:58,4.81.2
Yunita Aa,Sangat membantu saya yg memakai niqob dlm urusan belanja apapun,5,2024-01-26 13:16:23,4.81.2
sangrilla,oke,5,2024-01-26 12:14:27,4.81.2
lkp. han guko,Senangnya halanhalan,5,2024-01-26 12:16:49,4.81.2
Ria Meirina,Good job,5,2024-01-26 12:23:18,4.81.2
Justianka Haris,Berguna buat hidup saya,5,2024-01-26 12:27:31,4.81.2
Eca Saja,Ok,5,2024-01-26 12:33:39,4.81.2
Ayu Solechah,Selalu sebel sama driver di go shop selalu pilih pilih oderan Bahkan banyak alesan bukan sekali dua kali tapi sering kaya gini Terus pelayan mereka lama Pada hal saya pakai go shop untuk keadaan darurat seperti beli obat,3,2024-01-26 12:39:47,4.81.2
Achmad Firmansyah,Harganya kok naik ya,1,2024-01-24 10:14:40,4.81.2
cinduth keiko,Pesen go food Driver dapat dobel order Saya yg terahir makin lamaa drivernya banyak kannn,1,2024-01-26 12:51:14,4.81.2
Gilang Ramadhan,Jelek,1,2024-01-26 13:04:24,4.81.2
Adan Dimension,Thats cool,5,2024-01-26 13:05:02,4.81.2
Noprianto N,mantap,5,2024-01-26 16:45:49,4.81.2
Hatta Putra,Pesanan sangat lama sampai sejak ada mode hemat dan driver nya banyak sekali minta tip tambahan karena mereka di bayar 5000 Saya sangat tidak nyaman karena ulah driver anda tiap kali memaksa minta tip tambahan Lebih baik saya pindah ke aplikasi lain Dan semoga costumer kalian pada kabur,1,2024-01-26 16:53:07,4.81.2
Kukuh Santosa,Asik,5,2024-01-26 17:50:15,4.81.2
Bagus Putra,Gerrrr,5,2024-01-27 02:39:59,4.81.2
Giyalut Lagot,drivernya ramah,5,2024-01-27 01:33:45,4.81.2
Andri Hansa,Ok,4,2024-01-27 01:44:15,4.81.2
Bayu Kurniawan,TOLONG NOMER CUSTOMER JANGAN DIPRIVASIKASIAN KLO BRNG HRS DIKEMBALIKAN KLO ALAMAT G JLS TOKOPEDIA,1,2024-01-27 01:54:35,4.81.2
Rakha Hardian,Kemana mana jadi mudah,5,2024-01-27 01:54:49,4.81.2
John Arief,Okehh,5,2024-01-27 01:57:02,4.81.2
Ajie GTM,kenapa skrg suka lamaaa banget dapetin driver nya cuss tu app satunya lah,1,2024-01-27 02:01:18,4.81.2
Imam,Ok banget,5,2024-01-27 02:09:40,4.81.2
rhyann reyan,sekarang saya kasi 2 bintang karena kendala di gopaylater yg sudah bberapa bulan pun belum terselesaikan alasannya sama smua gopaylater tiba d blokir tnpa saya tahu pnyebab pastinya saya pengguna gopaylater yang aktif dan pemakaian selalu wajar dan sangat mengecewakan saat ini tiba gopaylater di blokir,2,2024-01-27 02:16:27,4.81.2
Sahrul Imam,Memuaskan,5,2024-01-27 02:29:56,4.81.2
Mizi Zal,Datang tepat waktu,5,2024-01-24 06:46:18,4.81.2
One Radit915,Bikin susah deiver ngisi saldo,1,2024-01-27 02:41:11,4.81.2
soni atmojo,Kenapa susah update Sdh diuninstall mau download lagi muter muter doang prosesnya Padahal RAM msh bnyk,1,2024-01-24 07:18:20,4.81.2
Purwadi Iwad,Sangat membantu dalam hal transportasi dan pengiriman paket,5,2024-01-27 02:43:31,4.81.2
Leo Dolok,Siiiiip,5,2024-01-27 03:01:47,4.81.2
soyo,Bagus,5,2024-01-27 03:11:40,4.81.2
Indah Sari,tapi alamat musholla Miftahul Jannah papanggo titiknya salah,5,2024-01-27 03:18:45,4.81.2
Rahmat Ghomat,Rugi banyak gajadi anter tp kepotong gede,1,2024-01-27 03:27:54,4.81.2
Putri Nurisma21_,GOPAYLATER TIBA TIBA DI BLOKIR  APK GAK JELAS ,1,2024-01-27 03:43:40,4.81.2
RNA NA,Maaf knpa sekarang klo pilih titik lokasi slalu geser yah Padahal udh dipas2in sma ttiknya tpi stiap pengiriman tau beda titik sering banget dimrahin sma ojolnya pdhal udh dikasih kterangan jugacatatan patokan alamat kan bingung ya pdhal udh brusaha ssuai ttik tpi sllu sprti itu gmna ini,4,2024-01-27 03:52:22,4.81.2
Dini Brown,Saya kecewa dr pertama gojek adasy slalu pake aplikasi ini dan sampai sy dapet paylater besartiba2 terblokir tanpa alasan pdhl pembayaran sy baik Sy tlp CS mereka blg tdk terblokir pdhl di aplikasi tdk bisa Sdh sy tunggu 30 hr dan skrg hrs tunggu lg 30 hr Tp cicilan ttp hrs di bayar Kalo kalian minta kewajiban syya kembali kan hak saya juga Jgn spt ini Setelah gojek berganti ke MAB sy merasa makin ga beres Tolong kembalikan gopaylater saya,1,2024-01-27 03:55:21,4.81.2
cahyo nugroho,Ok,5,2024-01-24 06:31:17,4.81.2
Black Sweet,Good,5,2024-01-24 07:11:35,4.81.2
Rahmadi A,Bug pada jaringan saat mengirim,2,2024-01-27 00:29:57,4.81.2
Muhamad fani Maulana,Mau login aja susah benerpas mau masukin email keterangan sudah terdaftar terustapi mau masuk aja gabisaharusnya kalau memang sudah ada email yg terdaftar dipermudah untuk loginini udh gonta ganti email keterangan masih sama email sudah terdaftar,1,2024-01-26 17:59:04,4.81.2
JAMES 2,Gua daruraatt woy susah banget nyari mobil,1,2024-01-26 22:12:56,4.81.2
Marlin Rita,Bagus tapi malas karena harus update terus,4,2024-01-24 08:29:32,4.81.2
andri handriansyah,memudahkan semua,5,2024-01-26 18:51:52,4.81.2
Sudarno Darno,Oke,5,2024-01-26 18:58:53,4.81.2
TIO SILITONGA,sopan dan sabar,4,2024-01-24 08:14:50,4.81.2
MUHAMMAD RAMADHAN,semoga di denger tolong dong kalo bisa customer chat duluan ke resto gak mesti resto yg chat duluan ke customer kalo ada apa2 bingung mau ngubungin resto,2,2024-01-26 19:39:20,4.81.2
Tri Widyan,Situ yang bikin pembayaran gagal situ juga yang ngeblokir akun sepihak Bego banget,1,2024-01-26 19:52:07,4.81.2
Bantal kusam,Saya kasih bintang 1 aja dulu tar kalo bagus nanti kalo bagus tar saya tambahin,1,2024-01-26 19:53:15,4.81.2
Kang Wahid,gojek lebih baik hapus fitur gofood express percuma nambah ongkir tapi pesanan telat terus cuma ngerugiin customer di aplikasi tertulis tepat waktu 35 menit tapi pesanan slalu telat sampainya ini bukan soal rugi beberapa rupiah tapi soal konsisten hasil nya harus sesuai jadi customer ga kecewa,1,2024-01-26 20:21:00,4.81.2
Mamet Slast,Gojek indonesia gojek jkte6286,5,2024-01-26 21:04:28,4.81.2
Reza 27,Mntab,5,2024-01-24 07:51:30,4.81.2
andhika mrachman,Nice one,5,2024-01-24 07:36:08,4.81.2
Bundanya Axelle,Good job,5,2024-01-27 00:12:08,4.81.2
Noor Wachidah,Sangat membantu,5,2024-01-26 22:22:59,4.81.2
Ani Hanie,kadang suka pusing ya sama driver gojek di daerah kampungku majalaya kalo pesan tuh suka pada gk mau anter bnyk alesan si driver nyakadang suka minta uang lebih dari harga yg tertera ,2,2024-01-26 22:30:02,4.81.2
Keyla Fauzi,Bagus,4,2024-01-26 23:06:23,4.81.2
Yunita Saptasari,Ya saya senang aplikasi ini Ketika saya lapar saya langsung pencet2 aja dan selalu ada diskon,5,2024-01-26 23:07:25,4.81.2
Abu Minarohman,lokasi tidak terdeteksi,5,2024-01-26 23:14:44,4.81.2
Dandi ajisaputra,Nice,5,2024-01-26 23:20:22,4.81.2
aditya pratama,Aplikasi yg sangat bagus  dan membantu  trus kembangkan joss ,5,2024-01-26 23:34:33,4.81.2
nur lela,Udh lama dpt driver ny jauh apk tolol,1,2024-01-26 23:53:05,4.81.2
BOSTONE Asli Makasar,Ok,5,2024-01-27 00:05:19,4.81.2
Kuma Bear,Mau mesen Gocar aja lama kali dapatnya Ntah apa ,1,2024-01-27 00:09:08,4.81.2
Zakii Jackie,Semakin hari bukan semakin berkembang malah menyusahkan customer TELAT BAYAR GOPAYLATER SUDAH DI DENDA BESAR GK MASUK AKAL DI BLOKIR PULA MENDING GK USH DI BAYARLAH gayagaya update dgn pt MAB MAB apaan lah itu ANAK BANGSA DARI HONGKONGGGG,1,2024-01-29 12:26:33,4.81.2
Krisna Budiarta,MHKamen set SelMHKamen set Selendang lebih murah  guys Jgn M DDRu UN Rp 300ii000endang lebih murah  guys Jgn Mu UN Rp 300ii000mi,2,2024-01-25 05:16:55,4.81.2
Arya Pk,UwU,5,2024-01-31 08:02:47,4.81.2
Heny Heny,Rute perjalanan lebih cpt,5,2024-01-31 03:53:18,4.81.2
Hamdani Nayban,sangat membantu,5,2024-01-31 03:31:36,4.81.2
Jaydul 1998,Saya tadi dianterin Abang gojek baik banget,5,2024-01-31 03:36:06,4.81.2
Karwati Aprilianti,Bagusdan membantu saya juga banyak promo saat baru baru mendaftar,4,2024-02-01 12:26:35,4.81.2
Fenny Febriany,Tibatiba semua promo go food aku ilang semua,2,2024-02-01 12:18:22,4.81.2
Anggit Saputra,Apk nga jelas,1,2024-01-31 03:39:20,4.81.2
Hendy Setiawan,Kadang pemahaman pemotongan ato diskon masih kurang jelasmungkin lbh spek lg terima kasih,4,2024-01-31 03:45:35,4.81.2
Ircham Muhammad,Utk order gojek trs kalau mau bayar cash hrs masuk ke cash nya agak sulit mohon utk dipermudah dlm pilihan itu ya,5,2024-01-31 03:46:58,4.81.2
Ervan Rhdiand,Good itu bagus,5,2024-01-31 03:50:02,4.81.2
Novita Sari,semenjak update topup jadi lemot ga langsung masuk pending terus bahkan sempet dibatalin dan di refund tapi saldo ga masuk alias saldo dah kepotong tapi uang ga balik,1,2024-01-31 04:02:31,4.81.2
Nasrullah Yusuf,drivernya sepi 50 menit nunggu tapi ga dapet driver padahal ga hujan,1,2024-01-31 01:31:06,4.81.2
ynwa gaming,0 1,1,2024-01-31 04:08:30,4.81.2
Puji Ragil,Senag bersama gojek,3,2024-01-31 04:10:27,4.81.2
Muammar Ramadhan,Driver nya ramah,5,2024-02-01 12:11:30,4.81.2
Anton Siregar . SH,Awal gopaylater naik limit cicilan sekarang naik limit boro2 cicilan bayar langsung iya Telat dulu biasa sehari 2rb skrng 50rb perhari Pinjol dah nyebar kemana2 terakhir sudah pakai gopaylater lagi trims,1,2024-01-31 04:12:23,4.81.2
Hanif Nurani,Mantap pokonya,5,2024-02-01 12:09:43,4.81.2
Mas Ageng Prasetyo,Kenapa gojek berlaku diskriminasi kepada Saya sebagai driver Sehari cuma dikasih 1 order selama bertahuntahun sampai todak ada perubahan apapun Sistem gojek sekarang lebih memprioritaskan akun driver 24 jam nonstop dengan joki kemanan para customer berkurang ini real di lapangan,1,2024-02-01 11:58:56,4.81.2
Yuli Susanti,gofood aku kok tbtb gaada fitur promo nya,3,2024-01-31 04:30:10,4.81.2
Sindi Rahel Panjaitan,Sangat membantu,5,2024-01-31 04:31:02,4.81.2
Rendi High,makin di update malah makin busukada fitur paylater dan pinjam make aja blm pernah malah di blokir bahkan tnpa ada notif k pengguna saran saya mending hapus aja apk nya kalo cuma bikin kecewa penggunafitur live chat aja ga punya bukan bagus malah kaya ampas ,1,2024-01-31 03:26:44,4.81.2
Janette Tuera,Haloo mau nanya untuk fitur GoMed yg untuk beli obat ke apotik udah nggak ada lagi yah,5,2024-01-31 03:26:15,4.81.2
Romadona A,Good ,5,2024-01-31 03:24:18,4.81.2
Luh Tithi,SANGAT BAGUS DAN MEMBANTU,5,2024-01-31 03:12:14,4.81.2
Dwie Hendry F,Good,5,2024-01-31 01:38:43,4.81.2
Hari Budhi Arto,Kenapa gojek sekarang sering keluargk bisa di buka yaaa ,1,2024-01-22 12:46:33,4.81.2
Mutiara Meisya,aku udah lama pakai aplikasi ini tapi baru rate sekarang pengalaman aku pakai apk ini sih bagus ga lemot banyak diskonnya juga disini,5,2024-01-31 01:41:50,4.81.2
uwo nurul Izzati,Aplikasi Anak Bangsa Semoga sejahtera semuanya,5,2024-01-31 01:45:55,4.81.2
silfani fauzi,Kok saya mau tf ke bank Tp ga bisa yapdhl udh di upgradetolong dong jngn di persulit Saya mau bayar cicilan,5,2024-01-31 01:48:22,4.81.2
Tati Haryati,Sangat membantu,5,2024-01-31 02:02:26,4.81.2
Fito Akhmad Erlangga,Mantappppp membantu always,5,2024-01-31 02:07:48,4.81.2
Santi Suhardini,Alhamdulillah sdh membantu,5,2024-01-31 02:25:39,4.81.2
Muhammad Daffa A Class X,Bagus,5,2024-01-31 02:28:00,4.81.2
Rudiana,Tranportasi yg sangat membantu apalagi ada layanan gopay later nya,5,2024-02-01 12:35:41,4.81.2
Ari Motorsport,Okbanget,5,2024-01-31 02:42:27,4.81.2
rusdi hakim,Ok,5,2024-01-31 02:55:07,4.81.2
Aditya Nugraha,aplikasi sampah,1,2024-01-31 02:57:32,4.81.2
MIGAN,Sangat baik dan mendukung,5,2024-02-01 12:27:28,4.81.2
Nur Aini,Aplikasi bagus bgt,5,2024-01-31 03:03:08,4.81.2
YEFRI ROZA,lebih gampang dan pas mencari titik tujuan,5,2024-01-31 03:03:54,4.81.2
Fauzan hilal Najmi,Saldo saya tiba tiba terpotong memang tidak besarTPI untuk posisi saat ini memang cari uang lagi susah apalagi saya seorang driver gojek yg penghasilan nya kecil hanya untuk mencukupi makan saja belum keperluan keluarga kecil saya yg lain nyasaya sudah laporan TPI d sayangkan tidak memecahkan masalah dan respon nya tidak memuaskan,1,2024-01-31 03:09:13,4.81.2
